WordInds,LexSemErr,ONsize,Frequency,Concreteness,ItemCrossedThreshold,SemanticRelatedness_name,SemanticRelatedness_code,Word
435.0,262.94154589101214,2.0,0.027211533,1.0,1.0,semunrelated,-1,germ
296.0,246.36283552383537,1.0,0.042034881,1.0,1.0,semunrelated,-1,drum
315.0,331.09920803091427,8.0,0.00979284,1.0,1.0,semunrelated,-1,spay
344.0,190.2724759084219,0.0,0.058870431,-1.0,1.0,semunrelated,-1,evil
502.0,226.7842734512617,2.0,0.058316085,-1.0,1.0,semunrelated,-1,holy
324.0,318.777997284042,12.0,0.046095283,-1.0,1.0,semunrelated,-1,ward
393.0,209.00052960645712,5.0,0.046674826,-1.0,1.0,semunrelated,-1,earn
314.0,288.61500125200365,3.0,0.027791076,1.0,1.0,semunrelated,-1,hurl
100.0,297.9580793206867,8.0,0.042052879,-1.0,1.0,semunrelated,-1,rank
208.0,270.13222190756903,4.0,0.00979284,-1.0,1.0,semunrelated,-1,laud
69.0,259.5122467432134,3.0,0.040721009,-1.0,1.0,semunrelated,-1,folk
42.0,285.25359908825317,6.0,0.037223952,-1.0,1.0,semunrelated,-1,flee
141.0,301.36423476766083,10.0,0.040827199,1.0,1.0,semunrelated,-1,tick
169.0,223.29519183207748,1.0,0.052682637,-1.0,1.0,semunrelated,-1,jerk
44.0,290.1597706472743,5.0,0.008588758,-1.0,1.0,semunrelated,-1,plod
110.0,313.0045296068523,11.0,0.024841166,-1.0,1.0,semunrelated,-1,fend
154.0,295.21788704194375,3.0,0.029668293,1.0,1.0,semunrelated,-1,gasp
64.0,289.44198488121464,4.0,0.016727561,-1.0,1.0,semunrelated,-1,arid
183.0,276.7821698487811,6.0,0.038820396,-1.0,1.0,semunrelated,-1,doom
240.0,270.4285543652385,4.0,0.026320621,-1.0,1.0,semunrelated,-1,dual
194.0,280.33180176344524,6.0,0.026047047,-1.0,1.0,semunrelated,-1,pout
120.0,215.2565671631018,0.0,0.026320621,1.0,1.0,semunrelated,-1,afro
75.0,268.4617421909567,10.0,0.041646119,1.0,1.0,semunrelated,-1,hose
212.0,313.018097788443,11.0,0.028932165,-1.0,1.0,semunrelated,-1,toot
78.0,287.5867308801773,4.0,0.022807365,1.0,1.0,semunrelated,-1,fawn
30.0,238.5970645781455,2.0,0.030420619,1.0,1.0,semunrelated,-1,knit
1.0,284.65374029579306,10.0,0.025161534,1.0,1.0,semunrelated,-1,pant
5.0,287.4718519819427,15.0,0.050603841,-1.0,1.0,semunrelated,-1,sale
14.0,350.9069993040897,20.0,0.043190367,1.0,1.0,semunrelated,-1,core
235.0,293.33591229738147,7.0,0.036671406,-1.0,1.0,semunrelated,-1,lure
142.0,241.10277884483588,1.0,0.040742607,-1.0,1.0,semunrelated,-1,glen
46.0,229.7907674054681,1.0,0.056046507,-1.0,1.0,semunrelated,-1,duty
128.0,293.68935214117096,3.0,0.010836738,1.0,1.0,semunrelated,-1,alum
76.0,317.9176840848053,9.0,0.026966757,1.0,1.0,semunrelated,-1,foil
115.0,324.42289848309133,7.0,0.026714782,1.0,1.0,semunrelated,-1,blob
172.0,317.4412778320076,10.0,0.029122946,1.0,1.0,semunrelated,-1,gent
7.0,232.90931942128742,3.0,0.064257303,-1.0,1.0,semunrelated,-1,plan
87.0,224.66276767121468,0.0,0.022593186,1.0,1.0,semunrelated,-1,tutu
51.0,317.8578993914239,9.0,0.023797268,-1.0,1.0,semunrelated,-1,bunt
103.0,223.81822505036607,2.0,0.020903151,-1.0,1.0,semunrelated,-1,awry
131.0,333.9404983223989,10.0,0.038314645,1.0,1.0,semunrelated,-1,sole
155.0,305.04412950034305,5.0,0.037020572,1.0,1.0,semunrelated,-1,crow
211.0,264.2613021629423,7.0,0.044928997,-1.0,1.0,semunrelated,-1,tend
200.0,220.8614955224312,3.0,0.012580767,-1.0,1.0,semunrelated,-1,boxy
129.0,290.84042845327866,6.0,0.013325894,-1.0,1.0,semunrelated,-1,clad
33.0,271.6772568437981,6.0,0.038226454,1.0,1.0,semunrelated,-1,leaf
252.0,248.61976833803737,2.0,0.030012059,1.0,1.0,semunrelated,-1,logo
72.0,191.60554875300593,3.0,0.044928997,-1.0,1.0,semunrelated,-1,coma
8.0,268.94079623546264,6.0,0.032808985,1.0,1.0,semunrelated,-1,gram
0.0,271.194696964369,2.0,0.019423696,-1.0,1.0,semunrelated,-1,trod
16.0,227.83154393199067,3.0,0.014630766,1.0,1.0,semunrelated,-1,talc
221.0,241.63330944164628,2.0,0.02561689,1.0,1.0,semunrelated,-1,opal
227.0,279.8433812185902,4.0,0.017998236,-1.0,1.0,semunrelated,-1,prim
119.0,167.35873245344447,1.0,0.017998236,-1.0,1.0,semunrelated,-1,ogle
47.0,319.6764390470702,13.0,0.023016144,-1.0,1.0,semunrelated,-1,hone
2.0,265.8654222430786,5.0,0.042052879,1.0,1.0,semunrelated,-1,robe
74.0,316.21979273945755,11.0,0.03153471,-1.0,1.0,semunrelated,-1,dire
245.0,345.1314008112037,13.0,0.038654812,1.0,1.0,semunrelated,-1,slot
80.0,277.4751355389995,5.0,0.027211533,-1.0,1.0,semunrelated,-1,stow
189.0,241.83823918571846,3.0,0.010836738,-1.0,1.0,semunrelated,-1,skew
85.0,304.8358150638463,13.0,0.033590108,1.0,1.0,semunrelated,-1,pest
125.0,265.3489161615931,4.0,0.039218157,1.0,1.0,semunrelated,-1,nude
144.0,286.01216403375327,6.0,0.027330322,-1.0,1.0,semunrelated,-1,posh
176.0,247.15394070764947,2.0,0.029841076,1.0,1.0,semunrelated,-1,gala
104.0,259.84364791181076,8.0,0.038820396,-1.0,1.0,semunrelated,-1,fade
65.0,328.14340384947945,13.0,0.032866579,1.0,1.0,semunrelated,-1,hoot
138.0,289.91984468885823,7.0,0.05755116,-1.0,1.0,semunrelated,-1,crap
52.0,300.1713282405536,12.0,0.046996994,-1.0,1.0,semunrelated,-1,rape
70.0,316.0565115877502,14.0,0.03458721,-1.0,1.0,semunrelated,-1,cope
71.0,242.22695688623853,4.0,0.024841166,1.0,1.0,semunrelated,-1,spud
39.0,302.94248713526906,9.0,0.02949011,1.0,1.0,semunrelated,-1,lard
137.0,286.40012691419554,7.0,0.030499811,1.0,1.0,semunrelated,-1,fang
244.0,306.1394608806446,10.0,0.052230881,-1.0,1.0,semunrelated,-1,bond
132.0,291.48350442468245,15.0,0.030960566,1.0,1.0,semunrelated,-1,bale
86.0,285.14314642550954,4.0,0.037454329,1.0,1.0,semunrelated,-1,raft
55.0,281.08414103712505,5.0,0.046106082,1.0,1.0,semunrelated,-1,flip
139.0,301.13254059845394,10.0,0.031394323,-1.0,1.0,semunrelated,-1,sank
83.0,273.1583556042189,8.0,0.055826929,-1.0,1.0,semunrelated,-1,east
246.0,275.5844272492787,5.0,0.046804413,-1.0,1.0,semunrelated,-1,tune
134.0,268.8974484250854,3.0,0.027791076,-1.0,1.0,semunrelated,-1,duly
148.0,224.67829272576722,1.0,0.050670434,1.0,1.0,semunrelated,-1,data
108.0,239.65058303949195,3.0,0.037020572,-1.0,1.0,semunrelated,-1,cult
121.0,243.49954546436348,10.0,0.017998236,1.0,1.0,semunrelated,-1,wort
90.0,264.7927522710305,4.0,0.060292291,-1.0,1.0,semunrelated,-1,cute
213.0,186.3401747195162,0.0,0.017175717,1.0,1.0,semunrelated,-1,onyx
158.0,236.10501202125155,1.0,0.05734238,-1.0,1.0,semunrelated,-1,lots
84.0,320.22364161787385,12.0,0.037223952,1.0,1.0,semunrelated,-1,rail
20.0,255.05336902983026,13.0,0.041336549,-1.0,1.0,semunrelated,-1,bore
95.0,297.19616625681203,8.0,0.008588758,1.0,1.0,semunrelated,-1,eave
124.0,252.38021657815307,3.0,0.053154191,-1.0,1.0,semunrelated,-1,whom
126.0,262.95765826378863,1.0,0.014006227,-1.0,1.0,semunrelated,-1,peon
107.0,307.33404977487425,12.0,0.031180144,1.0,1.0,semunrelated,-1,vine
60.0,238.0137246727355,3.0,0.04755134,1.0,1.0,semunrelated,-1,fuel
192.0,256.61008386220146,3.0,0.049264772,-1.0,1.0,semunrelated,-1,deny
143.0,258.6362226356629,4.0,0.016254207,-1.0,1.0,semunrelated,-1,axed
73.0,241.95923446421588,1.0,0.016727561,-1.0,1.0,semunrelated,-1,gawk
32.0,265.7627258908871,9.0,0.00979284,-1.0,1.0,semunrelated,-1,jell
68.0,265.2514106857279,4.0,0.038955382,1.0,1.0,semunrelated,-1,cuff
242.0,294.40246662223365,4.0,0.039192959,1.0,1.0,semunrelated,-1,glue
186.0,251.95153309038238,3.0,0.043804107,1.0,1.0,semunrelated,-1,lamb
202.0,292.1188248815249,4.0,0.030341427,1.0,1.0,semunrelated,-1,moan
49.0,325.1906698247996,13.0,0.034680801,1.0,1.0,semunrelated,-1,lime
160.0,209.4341156367405,1.0,0.020345206,-1.0,1.0,semunrelated,-1,anti
195.0,246.15257613402164,2.0,0.027791076,-1.0,1.0,semunrelated,-1,alto
45.0,234.74045868258736,2.0,0.046784615,1.0,1.0,semunrelated,-1,exit
118.0,226.85484010701504,0.0,0.03837224,1.0,1.0,semunrelated,-1,nova
59.0,313.7655349998737,11.0,0.042177067,1.0,1.0,semunrelated,-1,fold
157.0,309.36642472945016,8.0,0.022593186,1.0,1.0,semunrelated,-1,fowl
92.0,307.8890129343128,11.0,0.041550728,1.0,1.0,semunrelated,-1,tuck
162.0,190.07272050258206,0.0,0.050740627,1.0,1.0,semunrelated,-1,taxi
239.0,314.1843200649565,8.0,0.045810911,1.0,1.0,semunrelated,-1,flow
40.0,319.34053845199935,12.0,0.022593186,1.0,1.0,semunrelated,-1,gash
250.0,304.99753093819106,5.0,0.040951387,1.0,1.0,semunrelated,-1,monk
82.0,302.885654797153,11.0,0.031394323,-1.0,1.0,semunrelated,-1,hock
254.0,262.8527714350104,6.0,0.020903151,1.0,1.0,semunrelated,-1,kale
112.0,293.89298183300156,6.0,0.021912853,-1.0,1.0,semunrelated,-1,sped
3.0,305.26014878043634,7.0,0.027564299,-1.0,1.0,semunrelated,-1,slew
196.0,216.08432187739362,0.0,0.044700419,1.0,1.0,semunrelated,-1,jazz
201.0,286.4079833721924,8.0,0.026842569,-1.0,1.0,semunrelated,-1,bony
216.0,321.88585073309844,11.0,0.032808985,1.0,1.0,semunrelated,-1,dunk
41.0,315.3448761044481,7.0,0.04315977,1.0,1.0,semunrelated,-1,silk
224.0,308.3497524172171,8.0,0.032004464,-1.0,1.0,semunrelated,-1,cant
237.0,272.4423555693888,3.0,0.017998236,1.0,1.0,semunrelated,-1,kiln
204.0,257.1865193654834,2.0,0.046685625,-1.0,1.0,semunrelated,-1,diet
37.0,269.4705596888108,1.0,0.045755116,1.0,1.0,semunrelated,-1,poem
81.0,200.598340209139,2.0,0.055268984,-1.0,1.0,semunrelated,-1,size
191.0,286.28590851297,7.0,0.033537913,1.0,1.0,semunrelated,-1,moss
13.0,294.7330183950521,8.0,0.019742265,-1.0,1.0,semunrelated,-1,bode
166.0,237.8563678172596,12.0,0.057392776,-1.0,1.0,semunrelated,-1,west
38.0,320.10263691590626,16.0,0.041907093,-1.0,1.0,semunrelated,-1,bare
101.0,254.57686579976544,3.0,0.048282068,-1.0,1.0,semunrelated,-1,june
147.0,306.22376864786366,7.0,0.040121668,1.0,1.0,semunrelated,-1,disk
77.0,315.3575867185541,11.0,0.036986375,-1.0,1.0,semunrelated,-1,peep
58.0,241.9061523746687,2.0,0.025906661,-1.0,1.0,semunrelated,-1,tier
105.0,218.20005940670694,1.0,0.044954194,1.0,1.0,semunrelated,-1,item
149.0,261.0995091143444,3.0,0.027677688,-1.0,1.0,semunrelated,-1,daft
17.0,286.9194640884763,8.0,0.042034881,1.0,1.0,semunrelated,-1,scar
94.0,291.09336050123727,5.0,0.019742265,-1.0,1.0,semunrelated,-1,spew
215.0,307.45584554389114,8.0,0.044990191,1.0,1.0,semunrelated,-1,tire
36.0,263.43849199866514,3.0,0.041136769,-1.0,1.0,semunrelated,-1,prep
182.0,229.163503313238,4.0,0.024841166,-1.0,1.0,semunrelated,-1,vamp
152.0,281.32852778998813,8.0,0.031603103,-1.0,1.0,semunrelated,-1,goof
63.0,249.28556584261636,4.0,0.050794622,-1.0,1.0,semunrelated,-1,thee
146.0,225.74799973702966,1.0,0.024162632,1.0,1.0,semunrelated,-1,zinc
231.0,281.14567078490234,4.0,0.036378035,1.0,1.0,semunrelated,-1,curb
179.0,300.0641326756111,12.0,0.032260039,-1.0,1.0,semunrelated,-1,swam
184.0,321.69239710480826,14.0,0.044016486,-1.0,1.0,semunrelated,-1,lame
190.0,250.82501738112938,6.0,0.014630766,-1.0,1.0,semunrelated,-1,meld
243.0,323.83788019914243,12.0,0.029754684,1.0,1.0,semunrelated,-1,sage
67.0,260.58034601344605,6.0,0.052290276,-1.0,1.0,semunrelated,-1,weak
181.0,303.94354430402547,7.0,0.031806483,1.0,1.0,semunrelated,-1,tong
15.0,260.0141572190415,5.0,0.052113893,-1.0,1.0,semunrelated,-1,tour
145.0,343.39960411068495,14.0,0.031252137,1.0,1.0,semunrelated,-1,tack
174.0,282.71475692916,2.0,0.039957884,1.0,1.0,semunrelated,-1,riot
188.0,307.98542292077906,9.0,0.042265258,1.0,1.0,semunrelated,-1,beam
218.0,285.305670286784,6.0,0.0214251,-1.0,1.0,semunrelated,-1,balm
159.0,345.06145400962816,16.0,0.044169471,1.0,1.0,semunrelated,-1,boot
136.0,296.02672456938103,5.0,0.040805601,1.0,1.0,semunrelated,-1,dorm
220.0,299.7532140255388,7.0,0.044662623,1.0,1.0,semunrelated,-1,slim
168.0,274.1340199328474,4.0,0.016727561,-1.0,1.0,semunrelated,-1,gait
228.0,304.30968008985076,10.0,0.054673242,-1.0,1.0,semunrelated,-1,form
214.0,203.69124485997855,0.0,0.045620129,1.0,1.0,semunrelated,-1,exam
232.0,305.2269779051311,8.0,0.029216537,1.0,1.0,semunrelated,-1,lark
230.0,281.0250997791524,6.0,0.031464516,1.0,1.0,semunrelated,-1,skid
135.0,227.73183590193202,1.0,0.048906607,-1.0,1.0,semunrelated,-1,earl
164.0,292.98102956589986,8.0,0.037740501,1.0,1.0,semunrelated,-1,heap
18.0,253.68032094570958,5.0,0.027902666,-1.0,1.0,semunrelated,-1,jolt
93.0,254.21389282240898,2.0,0.045161174,1.0,1.0,semunrelated,-1,eats
31.0,307.22411069717907,10.0,0.041136769,-1.0,1.0,semunrelated,-1,bold
199.0,312.19983915765204,10.0,0.030499811,1.0,1.0,semunrelated,-1,dart
113.0,271.30462910628324,11.0,0.036741599,1.0,1.0,semunrelated,-1,mold
226.0,320.49045047853735,11.0,0.042774608,1.0,1.0,semunrelated,-1,deed
29.0,259.3407807798243,3.0,0.019090729,-1.0,1.0,semunrelated,-1,maim
4.0,326.55329090671785,10.0,0.03857022,1.0,1.0,semunrelated,-1,mint
178.0,316.8005501539434,10.0,0.04601969,1.0,1.0,semunrelated,-1,bush
89.0,280.6096846268428,4.0,0.022593186,1.0,1.0,semunrelated,-1,lube
12.0,256.60391549032056,2.0,0.044635626,1.0,1.0,semunrelated,-1,frog
206.0,323.87018073472143,15.0,0.026047047,1.0,1.0,semunrelated,-1,soot
229.0,195.33633899859865,1.0,0.045643527,-1.0,1.0,semunrelated,-1,blah
193.0,281.5595339853129,3.0,0.028010655,1.0,1.0,semunrelated,-1,gout
241.0,275.2331312349483,4.0,0.022593186,1.0,1.0,semunrelated,-1,burr
57.0,287.2933743927235,7.0,0.044479041,-1.0,1.0,semunrelated,-1,plot
106.0,261.00096480952095,2.0,0.016727561,-1.0,1.0,semunrelated,-1,airy
187.0,195.0176496334446,1.0,0.050782023,-1.0,1.0,semunrelated,-1,amen
88.0,283.8475780128709,6.0,0.046503843,-1.0,1.0,semunrelated,-1,host
62.0,226.27002306206973,0.0,0.0,1.0,1.0,semunrelated,-1,lynx
24.0,230.64993399815768,1.0,0.052571048,-1.0,1.0,semunrelated,-1,ally
130.0,279.56402026158844,3.0,0.038928385,1.0,1.0,semunrelated,-1,toad
238.0,209.05493779286576,3.0,0.035996472,-1.0,1.0,semunrelated,-1,whiz
198.0,262.63189659412205,15.0,0.036741599,-1.0,1.0,semunrelated,-1,dine
114.0,196.27123431094122,1.0,0.064854844,-1.0,1.0,semunrelated,-1,whoa
233.0,215.154400095668,2.0,0.02561689,-1.0,1.0,semunrelated,-1,atop
122.0,315.32940099779313,11.0,0.012580767,-1.0,1.0,semunrelated,-1,seep
9.0,260.26347490852766,1.0,0.00979284,1.0,1.0,semunrelated,-1,clef
6.0,203.87561579263223,0.0,0.024677382,1.0,1.0,semunrelated,-1,dojo
50.0,223.14796289544825,3.0,0.038681809,-1.0,1.0,semunrelated,-1,prey
25.0,243.55398568825854,10.0,0.022373607,-1.0,1.0,semunrelated,-1,mope
170.0,295.43956858827073,9.0,0.034349634,-1.0,1.0,semunrelated,-1,funk
175.0,258.7620437056504,7.0,0.03652562,-1.0,1.0,semunrelated,-1,dork
253.0,307.396624239091,8.0,0.040890193,1.0,1.0,semunrelated,-1,melt
185.0,211.85558376665819,0.0,0.017598675,1.0,1.0,semunrelated,-1,oboe
156.0,309.0861342677233,11.0,0.042106874,-1.0,1.0,semunrelated,-1,hack
225.0,307.2768278577044,5.0,0.023219524,1.0,1.0,semunrelated,-1,sift
234.0,296.52670089499077,13.0,0.032629002,-1.0,1.0,semunrelated,-1,rave
251.0,274.6235960135274,4.0,0.012580767,-1.0,1.0,semunrelated,-1,fiat
109.0,329.33177652883285,12.0,0.045810911,1.0,1.0,semunrelated,-1,sail
111.0,265.54917135680296,1.0,0.015210309,1.0,1.0,semunrelated,-1,peso
150.0,184.93699117572984,2.0,0.064982632,-1.0,1.0,semunrelated,-1,able
133.0,321.97127506679783,14.0,0.047407354,-1.0,1.0,semunrelated,-1,tone
153.0,232.9415208642269,1.0,0.020629578,-1.0,1.0,semunrelated,-1,noun
151.0,280.8009917974549,9.0,0.048184878,-1.0,1.0,semunrelated,-1,vice
123.0,321.8732245615004,15.0,0.040784003,-1.0,1.0,semunrelated,-1,bent
117.0,307.11102736786484,4.0,0.00979284,1.0,1.0,semunrelated,-1,glob
35.0,248.19410379439742,0.0,0.021671676,1.0,1.0,semunrelated,-1,euro
23.0,340.30233978890544,18.0,0.014006227,-1.0,1.0,semunrelated,-1,sear
19.0,190.82337364810743,1.0,0.066978636,-1.0,1.0,semunrelated,-1,also
163.0,255.778282278506,4.0,0.057405374,-1.0,1.0,semunrelated,-1,type
98.0,250.2788744443654,3.0,0.045222368,1.0,1.0,semunrelated,-1,hawk
247.0,300.9516306674494,11.0,0.033208546,-1.0,1.0,semunrelated,-1,tame
255.0,271.360906818276,6.0,0.045800112,-1.0,1.0,semunrelated,-1,gain
97.0,229.81649314236628,14.0,0.007163298,1.0,1.0,semunrelated,-1,slat
28.0,302.6063933937865,8.0,0.033096956,1.0,1.0,semunrelated,-1,hoop
205.0,326.78731908965176,13.0,0.044045284,1.0,1.0,semunrelated,-1,lick
171.0,223.3137374121186,0.0,0.025161534,1.0,1.0,semunrelated,-1,judo
26.0,279.38269398691637,5.0,0.037389536,1.0,1.0,semunrelated,-1,limb
140.0,210.28947411986056,0.0,0.020345206,1.0,1.0,semunrelated,-1,magi
207.0,300.3268079086204,9.0,0.050645237,-1.0,1.0,semunrelated,-1,hire
91.0,324.4705491473593,15.0,0.007163298,-1.0,1.0,semunrelated,-1,sate
53.0,337.30731192033517,13.0,0.037772898,1.0,1.0,semunrelated,-1,gale
10.0,282.07658914863407,7.0,0.052893216,-1.0,1.0,semunrelated,-1,mood
43.0,216.30690885156682,1.0,0.023417505,1.0,1.0,semunrelated,-1,yogi
34.0,207.8487296903411,2.0,0.00979284,-1.0,1.0,semunrelated,-1,awed
54.0,243.91834731037352,1.0,0.021912853,-1.0,1.0,semunrelated,-1,spry
116.0,296.13242043814756,11.0,0.044531236,-1.0,1.0,semunrelated,-1,lend
161.0,294.6220197654973,4.0,0.02500315,1.0,1.0,semunrelated,-1,font
165.0,237.74957273641422,10.0,0.023219524,-1.0,1.0,semunrelated,-1,wary
217.0,275.76611327888065,4.0,0.04500279,1.0,1.0,semunrelated,-1,toss
236.0,269.08661830705813,3.0,0.050341067,1.0,1.0,semunrelated,-1,path
248.0,201.81512358756873,1.0,0.046073685,-1.0,1.0,semunrelated,-1,debt
209.0,270.38507302405844,4.0,0.051881716,-1.0,1.0,semunrelated,-1,gosh
96.0,321.56081824727505,9.0,0.040393441,1.0,1.0,semunrelated,-1,cunt
219.0,224.72832637531397,1.0,0.068576879,-1.0,1.0,semunrelated,-1,each
79.0,295.6550629428921,5.0,0.046296863,1.0,1.0,semunrelated,-1,spin
102.0,276.4586704586544,6.0,0.032808985,-1.0,1.0,semunrelated,-1,reap
203.0,264.17626446458877,2.0,0.036036068,1.0,1.0,semunrelated,-1,bulb
177.0,247.10578122160146,0.0,0.050080092,1.0,1.0,semunrelated,-1,guts
48.0,228.80858697163004,2.0,0.030260434,1.0,1.0,semunrelated,-1,fuzz
66.0,290.10403800259485,8.0,0.043960692,1.0,1.0,semunrelated,-1,torn
210.0,290.561226837381,7.0,0.031252137,1.0,1.0,semunrelated,-1,snot
27.0,304.8910813327535,8.0,0.038654812,1.0,1.0,semunrelated,-1,weep
61.0,308.62680067426516,7.0,0.029841076,1.0,1.0,semunrelated,-1,dung
